product_name,product_type,brand,notable_effects,skintype,price,description,labels,Sensitive,Combination,Oily,Dry,Normal
Nykaa Blush & Glow Face Wash #1121,Cream,Himalaya,"Soothing, Acne-Free, Brightening",Sensitive,Rs 822,"This cream helps with Brightening, Deep Clean and suits Normal skin.",17,1,0,1,0,1
Mamaearth Blush & Glow Face Wash #1122,Mask,Biotique,"Brightening, Deep Clean, Glow",Normal,Rs 857,"This face wash helps with Soothing, Brightening and suits Oily skin.",12,1,0,1,0,0
Lotus Herbals Blush & Glow Face Wash #1123,Cream,Lakme,"Anti-Aging, Refreshing, Hydrating",Oily,Rs 510,"This mask helps with Soothing, Glow and suits Oily skin.",18,0,0,1,0,0
Lotus Herbals Advanced Fairness Face Wash #1124,Cream,Khadi Natural,"Pore-Care, Soothing, Anti-Aging",Oily,Rs 476,"This cleanser helps with Nourishing, Glow and suits Normal skin.",13,0,1,0,1,1
Mamaearth Advanced Fairness Face Wash #1125,Cleanser,VLCC,"Refreshing, Glow, Nourishing",Dry,Rs 243,"This mask helps with Nourishing, Refreshing and suits Sensitive skin.",18,1,0,0,0,1
Lotus Herbals Neem Face Wash #1126,Gel,Lotus Herbals,"Nourishing, Acne-Free, Pore-Care",Normal,Rs 873,"This cream helps with Nourishing, Acne-Free and suits Normal skin.",11,0,0,1,1,0
Biotique Skin Brightening Face Wash #1127,Gel,Patanjali,"Soothing, Refreshing, Pore-Care",Dry,Rs 669,"This cleanser helps with Glow, Brightening and suits Dry skin.",13,1,1,1,1,1
Lakme Skin Brightening Face Wash #1128,Cream,Biotique,"Brightening, Pore-Care, Refreshing",Sensitive,Rs 118,"This cream helps with Glow, Soothing and suits Normal skin.",11,1,1,0,1,1
Khadi Natural Potion Face Wash #1129,Gel,Himalaya,"Brightening, Nourishing, Refreshing",Normal,Rs 485,"This gel helps with Deep Clean, Refreshing and suits Sensitive skin.",15,0,1,1,0,1
Khadi Natural Radiance Cream #1130,Mask,Himalaya,"Hydrating, Nourishing, Glow",Dry,Rs 643,"This cleanser helps with Pore-Care, Anti-Aging and suits Sensitive skin.",11,0,0,0,0,1
Biotique Aloe Vera Gel #1131,Cleanser,Lotus Herbals,"Pore-Care, Nourishing, Hydrating",Normal,Rs 519,"This gel helps with Acne-Free, Hydrating and suits Sensitive skin.",13,1,0,1,1,1
VLCC Advanced Fairness Face Wash #1132,Cleanser,Himalaya,"Acne-Free, Pore-Care, Brightening",Sensitive,Rs 549,"This face wash helps with Hydrating, Anti-Aging and suits Combination skin.",16,1,0,0,0,0
Lotus Herbals Blush & Glow Face Wash #1133,Gel,Nykaa,"Brightening, Pore-Care, Nourishing",Normal,Rs 610,"This gel helps with Anti-Aging, Glow and suits Dry skin.",23,1,1,0,1,1
VLCC Skin Brightening Face Wash #1134,Face Wash,Nykaa,"Anti-Aging, Deep Clean, Acne-Free",Sensitive,Rs 354,"This cleanser helps with Acne-Free, Brightening and suits Oily skin.",11,0,0,1,0,0
Mamaearth Skin Brightening Face Wash #1135,Cream,Khadi Natural,"Glow, Refreshing, Nourishing",Normal,Rs 433,"This mask helps with Refreshing, Pore-Care and suits Dry skin.",11,1,0,1,0,0
Lotus Herbals Neem Face Wash #1136,Mask,Lotus Herbals,"Nourishing, Refreshing, Brightening",Sensitive,Rs 291,"This face wash helps with Hydrating, Soothing and suits Sensitive skin.",24,1,1,1,1,0
Biotique Herbal Face Wash #1137,Gel,Biotique,"Nourishing, Deep Clean, Anti-Aging",Sensitive,Rs 818,"This mask helps with Glow, Acne-Free and suits Combination skin.",21,1,1,1,1,0
Mamaearth Potion Face Wash #1138,Gel,VLCC,"Pore-Care, Hydrating, Soothing",Combination,Rs 175,"This cream helps with Nourishing, Deep Clean and suits Sensitive skin.",21,1,0,0,0,1
Patanjali Potion Face Wash #1139,Mask,Lakme,"Nourishing, Brightening, Hydrating",Normal,Rs 336,"This face wash helps with Brightening, Acne-Free and suits Sensitive skin.",12,1,1,1,0,0
Biotique Skin Brightening Face Wash #1140,Face Wash,Biotique,"Refreshing, Glow, Anti-Aging",Normal,Rs 998,"This cleanser helps with Soothing, Hydrating and suits Dry skin.",15,1,1,0,0,0
VLCC Aloe Vera Gel #1141,Gel,Himalaya,"Acne-Free, Anti-Aging, Soothing",Oily,Rs 708,"This face wash helps with Nourishing, Hydrating and suits Sensitive skin.",13,0,0,0,0,0
VLCC Neem Face Wash #1142,Face Wash,Khadi Natural,"Deep Clean, Anti-Aging, Hydrating",Oily,Rs 178,"This face wash helps with Hydrating, Brightening and suits Dry skin.",15,1,1,0,1,0
Biotique Neem Face Wash #1143,Cream,Patanjali,"Nourishing, Refreshing, Soothing",Dry,Rs 521,"This cleanser helps with Acne-Free, Brightening and suits Oily skin.",13,0,1,1,1,0
Nykaa Neem Face Wash #1144,Cream,Lakme,"Pore-Care, Refreshing, Soothing",Oily,Rs 510,"This cream helps with Glow, Refreshing and suits Oily skin.",13,1,0,1,0,0
Mamaearth Vitamin C Face Wash #1145,Mask,Lotus Herbals,"Anti-Aging, Pore-Care, Soothing",Dry,Rs 444,"This mask helps with Hydrating, Deep Clean and suits Dry skin.",11,0,1,0,1,1
Forest Essentials Advanced Fairness Face Wash #1146,Mask,Patanjali,"Refreshing, Glow, Deep Clean",Dry,Rs 880,"This gel helps with Hydrating, Glow and suits Dry skin.",16,1,0,0,1,0
Patanjali Advanced Fairness Face Wash #1147,Face Wash,VLCC,"Glow, Pore-Care, Deep Clean",Dry,Rs 567,"This cleanser helps with Deep Clean, Brightening and suits Normal skin.",24,0,1,0,1,0
VLCC Advanced Fairness Face Wash #1148,Cream,Himalaya,"Pore-Care, Refreshing, Soothing",Oily,Rs 583,"This face wash helps with Nourishing, Glow and suits Dry skin.",17,0,0,0,0,1
Himalaya Radiance Cream #1149,Cleanser,Forest Essentials,"Anti-Aging, Pore-Care, Deep Clean",Oily,Rs 283,"This gel helps with Refreshing, Deep Clean and suits Dry skin.",19,1,0,0,0,0
Lakme Neem Face Wash #1150,Face Wash,Lakme,"Refreshing, Brightening, Hydrating",Dry,Rs 258,"This mask helps with Refreshing, Anti-Aging and suits Normal skin.",13,1,1,1,1,1
Nykaa Aloe Vera Gel #1151,Gel,Himalaya,"Refreshing, Deep Clean, Hydrating",Oily,Rs 168,"This cleanser helps with Acne-Free, Deep Clean and suits Sensitive skin.",22,0,0,1,1,1
Khadi Natural Advanced Fairness Face Wash #1152,Gel,Forest Essentials,"Nourishing, Deep Clean, Anti-Aging",Oily,Rs 681,"This cream helps with Pore-Care, Hydrating and suits Combination skin.",21,0,0,1,0,0
VLCC Neem Face Wash #1153,Gel,Nykaa,"Soothing, Anti-Aging, Pore-Care",Combination,Rs 679,"This face wash helps with Nourishing, Anti-Aging and suits Combination skin.",22,1,1,1,1,0
Nykaa Potion Face Wash #1154,Gel,Lotus Herbals,"Soothing, Hydrating, Nourishing",Normal,Rs 946,"This gel helps with Acne-Free, Deep Clean and suits Dry skin.",16,0,1,0,1,1
Himalaya Vitamin C Face Wash #1155,Face Wash,Himalaya,"Deep Clean, Acne-Free, Pore-Care",Combination,Rs 383,"This gel helps with Nourishing, Refreshing and suits Sensitive skin.",16,0,0,1,1,1
Khadi Natural Advanced Fairness Face Wash #1156,Face Wash,Khadi Natural,"Glow, Deep Clean, Hydrating",Dry,Rs 919,"This mask helps with Deep Clean, Refreshing and suits Normal skin.",11,1,0,1,1,0
Lotus Herbals Advanced Fairness Face Wash #1157,Gel,VLCC,"Deep Clean, Pore-Care, Acne-Free",Normal,Rs 631,"This cleanser helps with Acne-Free, Nourishing and suits Sensitive skin.",24,1,1,1,1,0
Lakme Skin Whitening Gel Cream #1158,Cleanser,Biotique,"Acne-Free, Hydrating, Glow",Normal,Rs 195,"This mask helps with Refreshing, Pore-Care and suits Sensitive skin.",17,0,0,0,1,0
Lakme Skin Brightening Face Wash #1159,Mask,Forest Essentials,"Brightening, Soothing, Deep Clean",Combination,Rs 806,"This face wash helps with Nourishing, Pore-Care and suits Normal skin.",18,1,1,0,0,1
Lotus Herbals Skin Brightening Face Wash #1160,Mask,Himalaya,"Glow, Anti-Aging, Soothing",Normal,Rs 492,"This gel helps with Soothing, Brightening and suits Combination skin.",22,1,0,0,1,1
Lotus Herbals Vitamin C Face Wash #1161,Gel,Biotique,"Soothing, Glow, Brightening",Oily,Rs 493,"This cream helps with Nourishing, Pore-Care and suits Combination skin.",11,1,0,1,1,0
Forest Essentials Potion Face Wash #1162,Cream,Mamaearth,"Acne-Free, Refreshing, Deep Clean",Sensitive,Rs 307,"This mask helps with Brightening, Glow and suits Oily skin.",11,1,1,1,0,0
Forest Essentials Herbal Face Wash #1163,Cream,Lotus Herbals,"Nourishing, Refreshing, Acne-Free",Oily,Rs 517,"This cream helps with Refreshing, Deep Clean and suits Oily skin.",20,1,0,1,0,0
Himalaya Radiance Cream #1164,Cream,Nykaa,"Anti-Aging, Brightening, Glow",Combination,Rs 537,"This face wash helps with Deep Clean, Pore-Care and suits Dry skin.",10,0,1,1,0,0
Forest Essentials Advanced Fairness Face Wash #1165,Face Wash,Biotique,"Hydrating, Nourishing, Anti-Aging",Combination,Rs 950,"This cleanser helps with Hydrating, Nourishing and suits Dry skin.",24,0,0,0,0,0
VLCC Skin Whitening Gel Cream #1166,Cleanser,Lotus Herbals,"Hydrating, Acne-Free, Glow",Sensitive,Rs 941,"This cleanser helps with Deep Clean, Brightening and suits Dry skin.",13,0,1,0,0,1
VLCC Vitamin C Face Wash #1167,Cream,Himalaya,"Deep Clean, Glow, Nourishing",Normal,Rs 418,"This gel helps with Pore-Care, Soothing and suits Sensitive skin.",11,1,1,0,1,0
VLCC Herbal Face Wash #1168,Cleanser,Himalaya,"Refreshing, Glow, Nourishing",Combination,Rs 827,"This cream helps with Hydrating, Soothing and suits Combination skin.",24,1,1,1,0,1
Lakme Blush & Glow Face Wash #1169,Face Wash,Himalaya,"Brightening, Nourishing, Anti-Aging",Oily,Rs 891,"This mask helps with Pore-Care, Refreshing and suits Normal skin.",12,0,0,1,0,1
Forest Essentials Skin Brightening Face Wash #1170,Gel,Forest Essentials,"Hydrating, Brightening, Anti-Aging",Sensitive,Rs 235,"This cleanser helps with Refreshing, Glow and suits Combination skin.",11,1,0,1,0,0
Patanjali Blush & Glow Face Wash #1171,Cleanser,Mamaearth,"Refreshing, Anti-Aging, Glow",Normal,Rs 270,"This face wash helps with Anti-Aging, Pore-Care and suits Combination skin.",20,1,0,0,0,1
Patanjali Advanced Fairness Face Wash #1172,Face Wash,Khadi Natural,"Pore-Care, Anti-Aging, Brightening",Sensitive,Rs 584,"This face wash helps with Pore-Care, Deep Clean and suits Oily skin.",12,1,0,1,0,0
Himalaya Blush & Glow Face Wash #1173,Cleanser,Biotique,"Soothing, Hydrating, Nourishing",Oily,Rs 288,"This gel helps with Hydrating, Glow and suits Dry skin.",13,0,1,0,0,0
Patanjali Advanced Fairness Face Wash #1174,Cream,Patanjali,"Acne-Free, Refreshing, Anti-Aging",Oily,Rs 894,"This gel helps with Nourishing, Hydrating and suits Dry skin.",15,0,1,0,0,0
Lakme Potion Face Wash #1175,Mask,Mamaearth,"Nourishing, Hydrating, Deep Clean",Dry,Rs 300,"This cream helps with Acne-Free, Hydrating and suits Oily skin.",17,0,0,0,0,1
VLCC Potion Face Wash #1176,Gel,Nykaa,"Deep Clean, Brightening, Refreshing",Oily,Rs 238,"This cleanser helps with Pore-Care, Glow and suits Sensitive skin.",13,0,0,1,1,0
Khadi Natural Vitamin C Face Wash #1177,Face Wash,Himalaya,"Anti-Aging, Nourishing, Soothing",Combination,Rs 494,"This cream helps with Pore-Care, Brightening and suits Oily skin.",10,1,0,0,1,0
VLCC Skin Whitening Gel Cream #1178,Face Wash,Khadi Natural,"Deep Clean, Anti-Aging, Soothing",Oily,Rs 811,"This mask helps with Brightening, Refreshing and suits Combination skin.",22,0,0,0,0,1
Mamaearth Neem Face Wash #1179,Gel,Lakme,"Nourishing, Brightening, Hydrating",Sensitive,Rs 218,"This mask helps with Deep Clean, Brightening and suits Sensitive skin.",11,0,1,0,0,0
Lakme Advanced Fairness Face Wash #1180,Cream,Himalaya,"Nourishing, Anti-Aging, Acne-Free",Sensitive,Rs 108,"This mask helps with Deep Clean, Hydrating and suits Sensitive skin.",23,1,0,0,1,0
VLCC Advanced Fairness Face Wash #1181,Face Wash,Khadi Natural,"Glow, Anti-Aging, Soothing",Combination,Rs 838,"This cleanser helps with Refreshing, Nourishing and suits Sensitive skin.",12,0,1,1,0,0
Biotique Advanced Fairness Face Wash #1182,Cream,Forest Essentials,"Hydrating, Nourishing, Anti-Aging",Oily,Rs 354,"This face wash helps with Acne-Free, Pore-Care and suits Normal skin.",19,0,0,0,0,0
Forest Essentials Neem Face Wash #1183,Cream,Lakme,"Refreshing, Hydrating, Glow",Combination,Rs 989,"This cleanser helps with Glow, Soothing and suits Oily skin.",22,1,0,0,0,1
Khadi Natural Radiance Cream #1184,Mask,VLCC,"Glow, Refreshing, Pore-Care",Oily,Rs 198,"This mask helps with Refreshing, Brightening and suits Combination skin.",23,0,1,0,0,0
Khadi Natural Neem Face Wash #1185,Cream,Lakme,"Acne-Free, Soothing, Glow",Combination,Rs 160,"This cream helps with Brightening, Pore-Care and suits Oily skin.",21,0,0,0,0,1
Biotique Potion Face Wash #1186,Cleanser,Himalaya,"Deep Clean, Glow, Brightening",Sensitive,Rs 238,"This gel helps with Nourishing, Soothing and suits Sensitive skin.",18,1,1,0,1,0
Mamaearth Potion Face Wash #1187,Cleanser,Khadi Natural,"Acne-Free, Pore-Care, Anti-Aging",Dry,Rs 374,"This cleanser helps with Nourishing, Anti-Aging and suits Dry skin.",12,1,1,0,0,1
Patanjali Aloe Vera Gel #1188,Mask,Nykaa,"Refreshing, Glow, Hydrating",Sensitive,Rs 401,"This mask helps with Glow, Deep Clean and suits Sensitive skin.",16,1,1,1,0,1
Mamaearth Radiance Cream #1189,Cleanser,Forest Essentials,"Hydrating, Brightening, Pore-Care",Combination,Rs 364,"This cleanser helps with Anti-Aging, Glow and suits Sensitive skin.",23,1,1,0,1,1
Forest Essentials Vitamin C Face Wash #1190,Mask,Himalaya,"Pore-Care, Glow, Soothing",Normal,Rs 545,"This face wash helps with Nourishing, Soothing and suits Oily skin.",20,1,1,1,1,1
Mamaearth Aloe Vera Gel #1191,Cleanser,Lakme,"Glow, Hydrating, Deep Clean",Dry,Rs 810,"This gel helps with Refreshing, Pore-Care and suits Sensitive skin.",11,1,0,0,1,1
Nykaa Blush & Glow Face Wash #1192,Cream,Biotique,"Glow, Acne-Free, Nourishing",Normal,Rs 400,"This cleanser helps with Anti-Aging, Refreshing and suits Combination skin.",16,0,1,1,0,0
Himalaya Skin Brightening Face Wash #1193,Mask,VLCC,"Brightening, Anti-Aging, Soothing",Sensitive,Rs 783,"This cream helps with Brightening, Soothing and suits Normal skin.",21,1,1,1,1,1
Khadi Natural Vitamin C Face Wash #1194,Mask,Lakme,"Refreshing, Deep Clean, Pore-Care",Normal,Rs 557,"This face wash helps with Deep Clean, Pore-Care and suits Oily skin.",22,1,0,0,1,1
Patanjali Radiance Cream #1195,Cream,Khadi Natural,"Soothing, Pore-Care, Hydrating",Oily,Rs 467,"This cleanser helps with Refreshing, Anti-Aging and suits Normal skin.",16,0,0,0,0,1
Mamaearth Aloe Vera Gel #1196,Mask,Himalaya,"Refreshing, Brightening, Nourishing",Dry,Rs 832,"This cream helps with Acne-Free, Refreshing and suits Sensitive skin.",21,0,1,1,0,1
Patanjali Potion Face Wash #1197,Mask,Mamaearth,"Pore-Care, Anti-Aging, Glow",Normal,Rs 227,"This cream helps with Anti-Aging, Glow and suits Sensitive skin.",13,1,1,0,0,0
Khadi Natural Neem Face Wash #1198,Face Wash,Himalaya,"Hydrating, Deep Clean, Anti-Aging",Oily,Rs 575,"This cleanser helps with Hydrating, Pore-Care and suits Combination skin.",14,0,1,0,1,0
Himalaya Herbal Face Wash #1199,Gel,Nykaa,"Soothing, Refreshing, Anti-Aging",Combination,Rs 112,"This cream helps with Soothing, Refreshing and suits Oily skin.",20,0,1,1,1,1
Biotique Advanced Fairness Face Wash #1200,Face Wash,Himalaya,"Soothing, Brightening, Acne-Free",Sensitive,Rs 933,"This cleanser helps with Deep Clean, Pore-Care and suits Combination skin.",13,1,0,0,1,0
Himalaya Skin Brightening Face Wash #1201,Mask,Lakme,"Glow, Nourishing, Brightening",Oily,Rs 755,"This face wash helps with Soothing, Glow and suits Oily skin.",11,1,0,0,1,1
Forest Essentials Skin Brightening Face Wash #1202,Cleanser,Nykaa,"Nourishing, Deep Clean, Glow",Sensitive,Rs 593,"This cleanser helps with Refreshing, Pore-Care and suits Normal skin.",14,0,0,1,0,1
Biotique Potion Face Wash #1203,Cream,Biotique,"Glow, Brightening, Hydrating",Dry,Rs 837,"This face wash helps with Brightening, Glow and suits Sensitive skin.",18,1,1,1,0,1
Biotique Vitamin C Face Wash #1204,Cleanser,Nykaa,"Glow, Refreshing, Nourishing",Dry,Rs 442,"This cream helps with Hydrating, Deep Clean and suits Sensitive skin.",19,0,1,1,1,1
Mamaearth Potion Face Wash #1205,Cream,Lotus Herbals,"Hydrating, Deep Clean, Soothing",Normal,Rs 769,"This face wash helps with Nourishing, Acne-Free and suits Combination skin.",14,0,1,0,0,0
Nykaa Advanced Fairness Face Wash #1206,Gel,VLCC,"Hydrating, Deep Clean, Acne-Free",Sensitive,Rs 440,"This cleanser helps with Glow, Anti-Aging and suits Normal skin.",24,1,0,0,1,1
Himalaya Skin Whitening Gel Cream #1207,Gel,Biotique,"Refreshing, Pore-Care, Glow",Combination,Rs 822,"This cleanser helps with Acne-Free, Glow and suits Dry skin.",10,0,0,0,1,1
Mamaearth Advanced Fairness Face Wash #1208,Cream,Biotique,"Hydrating, Glow, Acne-Free",Oily,Rs 171,"This cleanser helps with Refreshing, Nourishing and suits Combination skin.",14,1,0,1,0,1
Forest Essentials Skin Brightening Face Wash #1209,Cleanser,Khadi Natural,"Hydrating, Brightening, Refreshing",Sensitive,Rs 960,"This cream helps with Acne-Free, Nourishing and suits Dry skin.",11,0,1,1,1,0
Lotus Herbals Herbal Face Wash #1210,Cream,Forest Essentials,"Nourishing, Hydrating, Glow",Oily,Rs 366,"This face wash helps with Anti-Aging, Soothing and suits Sensitive skin.",17,0,0,0,1,1
Forest Essentials Skin Brightening Face Wash #1211,Mask,VLCC,"Pore-Care, Brightening, Nourishing",Dry,Rs 834,"This face wash helps with Hydrating, Anti-Aging and suits Sensitive skin.",11,1,1,1,0,1
Khadi Natural Advanced Fairness Face Wash #1212,Mask,Lakme,"Glow, Refreshing, Hydrating",Normal,Rs 577,"This gel helps with Anti-Aging, Refreshing and suits Combination skin.",17,1,0,1,0,1
Lotus Herbals Skin Whitening Gel Cream #1213,Face Wash,Lotus Herbals,"Pore-Care, Deep Clean, Nourishing",Oily,Rs 144,"This cleanser helps with Glow, Refreshing and suits Combination skin.",21,1,1,0,1,1
Forest Essentials Advanced Fairness Face Wash #1214,Mask,Himalaya,"Deep Clean, Glow, Hydrating",Dry,Rs 760,"This mask helps with Nourishing, Acne-Free and suits Dry skin.",10,1,1,1,0,1
Patanjali Advanced Fairness Face Wash #1215,Cleanser,Forest Essentials,"Deep Clean, Brightening, Glow",Sensitive,Rs 947,"This cream helps with Soothing, Pore-Care and suits Dry skin.",13,1,1,0,0,1
Nykaa Herbal Face Wash #1216,Gel,Mamaearth,"Hydrating, Anti-Aging, Nourishing",Dry,Rs 663,"This face wash helps with Deep Clean, Pore-Care and suits Normal skin.",17,0,1,1,1,0
VLCC Neem Face Wash #1217,Cleanser,Himalaya,"Acne-Free, Pore-Care, Refreshing",Normal,Rs 377,"This cleanser helps with Acne-Free, Brightening and suits Normal skin.",14,0,0,0,1,1
VLCC Potion Face Wash #1218,Face Wash,Lotus Herbals,"Glow, Refreshing, Hydrating",Oily,Rs 581,"This mask helps with Soothing, Deep Clean and suits Normal skin.",14,0,0,1,1,0
Nykaa Herbal Face Wash #1219,Face Wash,Khadi Natural,"Brightening, Nourishing, Soothing",Combination,Rs 389,"This cream helps with Nourishing, Refreshing and suits Dry skin.",21,0,0,0,0,1
Khadi Natural Radiance Cream #1220,Gel,Biotique,"Soothing, Anti-Aging, Acne-Free",Sensitive,Rs 269,"This mask helps with Hydrating, Acne-Free and suits Sensitive skin.",19,0,0,1,0,0
Forest Essentials Skin Whitening Gel Cream #1221,Mask,Himalaya,"Brightening, Nourishing, Deep Clean",Normal,Rs 447,"This mask helps with Pore-Care, Refreshing and suits Sensitive skin.",13,0,0,0,0,1
VLCC Advanced Fairness Face Wash #1222,Mask,Himalaya,"Soothing, Nourishing, Anti-Aging",Oily,Rs 355,"This mask helps with Deep Clean, Anti-Aging and suits Dry skin.",17,1,0,1,0,0
Khadi Natural Neem Face Wash #1223,Cream,Patanjali,"Nourishing, Soothing, Glow",Dry,Rs 578,"This gel helps with Anti-Aging, Soothing and suits Dry skin.",17,0,0,0,1,1
Nykaa Skin Whitening Gel Cream #1224,Mask,Khadi Natural,"Anti-Aging, Pore-Care, Nourishing",Sensitive,Rs 860,"This mask helps with Soothing, Hydrating and suits Dry skin.",13,1,0,0,0,1
Lakme Herbal Face Wash #1225,Gel,Patanjali,"Nourishing, Pore-Care, Refreshing",Combination,Rs 996,"This mask helps with Deep Clean, Nourishing and suits Dry skin.",19,0,1,0,1,1
Nykaa Herbal Face Wash #1226,Mask,Mamaearth,"Nourishing, Pore-Care, Refreshing",Oily,Rs 440,"This mask helps with Glow, Pore-Care and suits Sensitive skin.",10,0,0,1,0,1
Khadi Natural Skin Brightening Face Wash #1227,Cleanser,Lotus Herbals,"Refreshing, Nourishing, Acne-Free",Normal,Rs 380,"This gel helps with Pore-Care, Glow and suits Sensitive skin.",10,1,0,1,1,1
Mamaearth Skin Brightening Face Wash #1228,Mask,Khadi Natural,"Anti-Aging, Refreshing, Soothing",Normal,Rs 671,"This cream helps with Refreshing, Anti-Aging and suits Combination skin.",20,1,1,1,0,1
Nykaa Skin Brightening Face Wash #1229,Gel,Nykaa,"Anti-Aging, Nourishing, Acne-Free",Normal,Rs 184,"This face wash helps with Pore-Care, Hydrating and suits Dry skin.",22,0,0,0,1,0
Biotique Aloe Vera Gel #1230,Cream,Lotus Herbals,"Pore-Care, Refreshing, Anti-Aging",Oily,Rs 537,"This cleanser helps with Refreshing, Acne-Free and suits Dry skin.",16,1,1,0,0,0
Lotus Herbals Neem Face Wash #1231,Mask,Biotique,"Hydrating, Soothing, Anti-Aging",Oily,Rs 483,"This mask helps with Refreshing, Pore-Care and suits Dry skin.",11,1,1,0,0,0
Nykaa Advanced Fairness Face Wash #1232,Face Wash,Biotique,"Brightening, Soothing, Deep Clean",Sensitive,Rs 510,"This mask helps with Acne-Free, Soothing and suits Normal skin.",11,0,0,1,1,0
Mamaearth Neem Face Wash #1233,Gel,Khadi Natural,"Hydrating, Refreshing, Pore-Care",Combination,Rs 482,"This mask helps with Deep Clean, Acne-Free and suits Oily skin.",24,1,0,0,0,1
Patanjali Vitamin C Face Wash #1234,Face Wash,Patanjali,"Refreshing, Deep Clean, Glow",Normal,Rs 431,"This mask helps with Anti-Aging, Glow and suits Normal skin.",24,0,1,0,1,1
Khadi Natural Skin Brightening Face Wash #1235,Cleanser,Lakme,"Refreshing, Hydrating, Anti-Aging",Dry,Rs 658,"This cream helps with Soothing, Pore-Care and suits Normal skin.",20,0,0,0,0,0
Khadi Natural Advanced Fairness Face Wash #1236,Mask,Himalaya,"Acne-Free, Refreshing, Nourishing",Oily,Rs 982,"This cream helps with Hydrating, Brightening and suits Dry skin.",23,1,1,0,1,1
VLCC Skin Brightening Face Wash #1237,Gel,Khadi Natural,"Brightening, Nourishing, Hydrating",Normal,Rs 849,"This cream helps with Pore-Care, Deep Clean and suits Dry skin.",15,0,0,1,0,0
VLCC Skin Brightening Face Wash #1238,Cream,Nykaa,"Refreshing, Pore-Care, Glow",Sensitive,Rs 790,"This cleanser helps with Anti-Aging, Glow and suits Dry skin.",20,1,0,0,0,1
Patanjali Herbal Face Wash #1239,Cleanser,Lotus Herbals,"Brightening, Anti-Aging, Hydrating",Dry,Rs 448,"This mask helps with Anti-Aging, Hydrating and suits Dry skin.",20,0,0,0,1,0
VLCC Skin Brightening Face Wash #1240,Gel,VLCC,"Pore-Care, Deep Clean, Soothing",Oily,Rs 963,"This face wash helps with Hydrating, Deep Clean and suits Normal skin.",21,0,0,1,0,0
Lakme Advanced Fairness Face Wash #1241,Cream,Lotus Herbals,"Brightening, Deep Clean, Glow",Dry,Rs 704,"This cream helps with Nourishing, Pore-Care and suits Combination skin.",17,1,1,1,1,1
VLCC Blush & Glow Face Wash #1242,Gel,Himalaya,"Nourishing, Deep Clean, Brightening",Sensitive,Rs 725,"This cream helps with Nourishing, Refreshing and suits Sensitive skin.",22,0,1,0,1,0
Mamaearth Radiance Cream #1243,Face Wash,Mamaearth,"Refreshing, Soothing, Acne-Free",Dry,Rs 360,"This mask helps with Anti-Aging, Refreshing and suits Dry skin.",11,1,1,0,1,1
Mamaearth Herbal Face Wash #1244,Face Wash,Himalaya,"Soothing, Glow, Hydrating",Combination,Rs 126,"This mask helps with Refreshing, Soothing and suits Normal skin.",24,1,0,1,0,1
Mamaearth Herbal Face Wash #1245,Cream,Khadi Natural,"Pore-Care, Glow, Refreshing",Normal,Rs 969,"This face wash helps with Anti-Aging, Nourishing and suits Dry skin.",16,1,1,1,0,0
Patanjali Advanced Fairness Face Wash #1246,Cleanser,Patanjali,"Refreshing, Anti-Aging, Acne-Free",Dry,Rs 810,"This cleanser helps with Pore-Care, Deep Clean and suits Normal skin.",19,0,0,1,0,1
Mamaearth Skin Whitening Gel Cream #1247,Gel,Lakme,"Glow, Brightening, Deep Clean",Combination,Rs 934,"This gel helps with Hydrating, Brightening and suits Dry skin.",14,0,1,1,0,0
Khadi Natural Potion Face Wash #1248,Mask,Nykaa,"Glow, Brightening, Pore-Care",Oily,Rs 486,"This mask helps with Hydrating, Acne-Free and suits Sensitive skin.",15,0,1,1,0,0
Forest Essentials Blush & Glow Face Wash #1249,Mask,Lotus Herbals,"Acne-Free, Refreshing, Pore-Care",Oily,Rs 578,"This cleanser helps with Deep Clean, Anti-Aging and suits Oily skin.",24,0,0,0,1,0
Forest Essentials Vitamin C Face Wash #1250,Mask,Patanjali,"Nourishing, Refreshing, Anti-Aging",Sensitive,Rs 291,"This cleanser helps with Glow, Nourishing and suits Normal skin.",22,1,0,0,0,0
VLCC Aloe Vera Gel #1251,Mask,Khadi Natural,"Deep Clean, Acne-Free, Anti-Aging",Oily,Rs 370,"This cream helps with Acne-Free, Hydrating and suits Oily skin.",10,0,0,0,0,0
Forest Essentials Radiance Cream #1252,Mask,Forest Essentials,"Nourishing, Hydrating, Brightening",Dry,Rs 574,"This cleanser helps with Brightening, Refreshing and suits Combination skin.",23,1,0,1,0,0
Lakme Skin Brightening Face Wash #1253,Cream,Lakme,"Acne-Free, Nourishing, Anti-Aging",Combination,Rs 780,"This face wash helps with Nourishing, Pore-Care and suits Sensitive skin.",12,1,0,1,0,1
Forest Essentials Herbal Face Wash #1254,Face Wash,Khadi Natural,"Anti-Aging, Soothing, Hydrating",Sensitive,Rs 324,"This gel helps with Soothing, Brightening and suits Sensitive skin.",21,1,1,0,0,1
Forest Essentials Blush & Glow Face Wash #1255,Gel,Patanjali,"Soothing, Anti-Aging, Hydrating",Dry,Rs 959,"This mask helps with Refreshing, Soothing and suits Normal skin.",14,0,0,1,1,1
VLCC Skin Whitening Gel Cream #1256,Face Wash,Khadi Natural,"Pore-Care, Refreshing, Brightening",Combination,Rs 101,"This cream helps with Acne-Free, Deep Clean and suits Combination skin.",12,0,1,0,0,1
